,assessment_date,county,sub-county,location_type,households_in_location,households_departed,departure_date,1st_reason_for_departure,2nd_reason_for_departure,3rd_reason_for_departure,households_pastoralism_drop,pastoralism_drop_date,1st_reason_to_drop,2nd_reason_to_drop,3rd_reason_to_drop,households_arrived,arrival_date,country_arrived_from,sub-county_arrived_from,1st_reason_for_departure_from_origin,2nd_reason_for_departure_from_origin,3rd_reason_for_departure_from_origin,households_returned,country_returned_from,sub-county_returned_from,1st_reason_for_returning,2nd_reason_for_returning,livelihood_1,households_livelihood_1,livelihood_2,households_livelihood_2,livelihood_3,households_livelihood_3,1st_challenge,2nd_challenge,3rd_challenge,1st_health_concern,2nd_health_concern,3rd_health_concern,functional_watersources,watersource_distance,water_queue_time,percent_drinkingwater_access,percent_cookingwater_access,educational_facility,students,school_dropouts,safety_concerns
89,2022-12-01,Marsabit,Sololo,Sub Location Village Unit,2100,56,Before 2020,Drought,Ethnic Clashes,Other,1542,2020 To 2022,Drought,Animal Disease,Lack Of Water And Pasture,45,2020 To 2022,Ethiopia,Other,Drought,Ethnic Clashes,Other,700,Kenya,Moyale,Wanted Or Needed To Rejoin Family,Have Returned With Assistance,Pastoralism,1680,Farming,128,Trade,78,Environmental Challenges,Ethnic Conflicts,Lack Of Food And Water,Malaria,Pneumonia,Diarrhea,2,26,26,50,50,Yes,1720,48,Lack Of Basic Services Water Electricity Etc
90,2022-11-28,Marsabit,Dukana,Sub Location Village Unit,300,0,2020 To 2022,Other,Other,Other,10,2020 To 2022,Drought,Other,Other,0,2020 To 2022,Other,Other,Other,Other,Other,15,Other,Other,Have Returned With Assistance,Other,Pastoralism,290,Trade,2,Other,8,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Acute Malnutrition,Tuberculosis,2,38,38,50,25,Yes,2050,98,Weather
91,2022-11-28,Marsabit,Marsabit South,Sub Location Village Unit,462,0,2020 To 2022,Other,Other,Other,3,2020 To 2022,Drought,Other,Other,0,2020 To 2022,Other,Other,Other,Other,Other,0,Other,Other,Other,Other,Pastoralism,440,Trade,12,Employment (Includes Public And Private Sectors),15,Environmental Challenges,Lack Of Food And Water,Loss Of Livelihood,Malaria,Pneumonia,Diarrhea,1,10,10,50,50,Yes,36,5,Lack Of Privacy
92,2022-11-28,Marsabit,Marsabit South,Sub Location Village Unit,2275,1500,Before 2020,Drought,Other,Other,1710,2020 To 2022,Drought,Lack Of Water And Pasture,Banditry,0,2020 To 2022,Other,Other,Other,Other,Other,0,Other,Other,Other,Other,Pastoralism,2000,Trade,225,Employment (Includes Public And Private Sectors),50,Environmental Challenges,Lack Of Food And Water,Loss Of Livelihood,Diarrhea,Pneumonia,Typhoid,2,50,50,25,25,Yes,34,6,Lack Of Basic Services Water Electricity Etc
93,2022-11-29,Marsabit,Saku,Sub Location Village Unit,400,20,Before 2020,Drought,Ethnic Clashes,Resource-Based Conflict,350,2020 To 2022,Drought,Banditry,Lack Of Water And Pasture,0,2020 To 2022,Other,Other,Other,Other,Other,200,Kenya,Saku,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,300,Agro Pastoralism,20,Farming,10,Safety And Security,Ethnic Conflicts,Resource Based Conflict,Malaria,Pneumonia,Acute Malnutrition,1,50,10,25,25,Yes,400,50,Lack Of Security
94,2022-11-29,Marsabit,Moyale,Sub Location Village Unit,500,120,2020 To 2022,Drought,Other,Other,250,2020 To 2022,Drought,Lack Of Water And Pasture,Other,50,2020 To 2022,Ethiopia,Other,Drought,Other,Other,0,Other,Other,Other,Other,Pastoralism,200,Trade,30,Employment (Includes Public And Private Sectors),15,Environmental Challenges,Lack Of Food And Water,Loss Of Livelihood,Malaria,Pneumonia,Typhoid,1,10,10,75,75,Yes,1000,30,Lack Of Basic Services Water Electricity Etc
95,2022-11-28,Marsabit,Sololo,Sub Location Village Unit,576,21,2020 To 2022,Drought,Other,Other,518,2020 To 2022,Drought,Other,Other,7,2020 To 2022,Ethiopia,Other,Drought,Other,Other,8,Kenya,Moyale,Have Not Found Assistance,Other,Pastoralism,503,Trade,32,Employment (Includes Public And Private Sectors),41,Lack Of Food And Water,No Additional Challenge,No Additional Challenge,Malaria,Other,No Additional Challenge,2,10,38,75,75,Yes,500,100,Lack Of Privacy
96,2022-11-29,Marsabit,Marsabit South,Sub Location Village Unit,289,55,Before 2020,Drought,Resource-Based Conflict,Ethnic Clashes,199,2020 To 2022,Animal Disease,Drought,Banditry,13,Before 2020,Kenya,Marsabit/South,Drought,Resource-Based Conflict,Ethnic Clashes,11,Kenya,Marsabit/South,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,279,Trade,6,Employment (Includes Public And Private Sectors),4,Lack Of Food And Water,Loss Of Livelihood,Lack Of Access To Essential Services,Pneumonia,Malaria,Diarrhea,0,38,26,75,50,Yes,232,13,Lack Of Privacy
97,2022-11-29,Marsabit,Saku,Sub Location Village Unit,500,0,2020 To 2022,Other,Other,Other,450,2020 To 2022,Drought,Banditry,Other,0,2020 To 2022,Other,Other,Other,Other,Other,0,Other,Other,Other,Other,Other,400,Agro Pastoralism,50,Pastoralism,20,Safety And Security,Loss Of Livelihood,Lack Of Access To Essential Services,Malaria,Acute Malnutrition,Diarrhea,1,50,10,0,25,Yes,89,8,Lack Of Security
98,2022-11-29,Marsabit,Marsabit North,Sub Location Village Unit,980,20,2020 To 2022,Other,Other,Other,100,2020 To 2022,Drought,Other,Other,8,2020 To 2022,Kenya,Saku,Ethnic Clashes,Other,Other,0,Other,Other,Other,Other,Pastoralism,700,Farming,200,Trade,80,Lack Of Food And Water,Loss Of Livelihood,No Additional Challenge,Diarrhea,Pneumonia,No Additional Challenge,20,10,10,75,75,Yes,150,15,Other
99,2022-11-29,Marsabit,Marsabit North,Sub Location Village Unit,76,10,2020 To 2022,Ethnic Clashes,Other,Other,6,2020 To 2022,Drought,Other,Other,0,2020 To 2022,Other,Other,Other,Other,Other,0,Other,Other,Other,Other,Pastoralism,73,Trade,3,Other,0,Ethnic Conflicts,Other,Lack Of Access To Essential Services,Other,No Additional Challenge,No Additional Challenge,3,10,10,100,100,Yes,1150,20,Other
100,2022-11-29,Marsabit,Loiyangalani,Sub Location Village Unit,525,35,2020 To 2022,Drought,Resource-Based Conflict,Other,47,2020 To 2022,Drought,Lack Of Water And Pasture,Banditry,45,2020 To 2022,Kenya,Loiyangalani,Drought,Resource-Based Conflict,Other,18,Kenya,Loiyangalani,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,487,Trade,28,Employment (Includes Public And Private Sectors),15,Environmental Challenges,Resource Based Conflict,Lack Of Food And Water,Diarrhea,Malaria,No Additional Challenge,3,38,38,75,75,Yes,19,0,Lack Of Basic Services Water Electricity Etc
101,2022-11-29,Marsabit,Loiyangalani,Urban Settlement Or Town,716,34,2020 To 2022,Drought,Resource-Based Conflict,Other,79,2020 To 2022,Drought,Lack Of Water And Pasture,Banditry,19,2020 To 2022,Kenya,Loiyangalani,Drought,Resource-Based Conflict,Other,17,Kenya,Loiyangalani,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,618,Farming,63,Trade,47,Environmental Challenges,Resource Based Conflict,Lack Of Food And Water,Pneumonia,Diarrhea,Acute Malnutrition,3,50,50,50,50,Yes,670,29,Lack Of Basic Services Water Electricity Etc
102,2022-11-28,Marsabit,North Horr,Sub Location Village Unit,200,0,2020 To 2022,Other,Other,Other,0,2020 To 2022,Other,Other,Other,0,2020 To 2022,Other,Other,Other,Other,Other,0,Other,Other,Other,Other,Pastoralism,200,Trade,50,Other,50,Environmental Challenges,Safety And Security,Ethnic Conflicts,Malaria,No Additional Challenge,No Additional Challenge,10,38,10,75,75,Yes,1123,56,Lack Of Security
103,2022-11-29,Marsabit,Moyale,Sub Location Village Unit,860,47,2020 To 2022,Drought,Other,Other,725,2020 To 2022,Drought,Lack Of Water And Pasture,Animal Disease,120,Before 2020,Ethiopia,Other,Drought,Ethnic Clashes,Resource-Based Conflict,15,Ethiopia,Other,Wanted Or Needed To Rejoin Family,Have Not Found Assistance,Pastoralism,725,Trade,90,Employment (Includes Public And Private Sectors),35,Environmental Challenges,No Additional Challenge,No Additional Challenge,Tuberculosis,Malaria,Pneumonia,1,50,38,50,25,No,50,0,Lack Of Basic Services Water Electricity Etc
104,2022-11-28,Marsabit,Moyale,Sub Location Village Unit,900,3,2020 To 2022,Other,Other,Other,12,2020 To 2022,Drought,Lack Of Water And Pasture,Other,12,Before 2020,Ethiopia,Other,Drought,Other,Other,0,Other,Other,Other,Other,Pastoralism,380,Other,210,Employment (Includes Public And Private Sectors),180,Safety And Security,Lack Of Food And Water,No Additional Challenge,Diarrhea,Typhoid,No Additional Challenge,1,38,38,25,25,Yes,2000,30,Lack Of Basic Services Water Electricity Etc
105,2022-11-29,Marsabit,Sololo,Sub Location Village Unit,219,34,Before 2020,Drought,Resource-Based Conflict,Other,70,Before 2020,Drought,Animal Disease,Other,5,Before 2020,Kenya,Moyale,Other,Other,Other,4,Kenya,Moyale,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,201,Trade,10,Employment (Includes Public And Private Sectors),9,Safety And Security,Ethnic Conflicts,Resource Based Conflict,Malaria,Pneumonia,Typhoid,1,38,50,0,0,Yes,750,50,Weather
106,2022-11-22,Marsabit,Moyale,Sub Location Village Unit,220,6,2020 To 2022,Drought,Other,Other,10,2020 To 2022,Drought,Lack Of Water And Pasture,Animal Disease,20,Before 2020,Kenya,Moyale,Drought,Other,Other,5,Kenya,Moyale,Wanted Or Needed To Rejoin Family,Have Not Found Assistance,Pastoralism,220,Agro Pastoralism,10,Trade,15,Environmental Challenges,Safety And Security,Ethnic Conflicts,Malaria,Pneumonia,Diarrhea,1,26,26,50,50,Yes,203,24,Weather
107,2022-11-25,Marsabit,Moyale,Sub Location Village Unit,175,15,2020 To 2022,Drought,Other,Other,150,Before 2020,Drought,Animal Disease,Lack Of Water And Pasture,20,Before 2020,Kenya,Moyale,Ethnic Clashes,Other,Other,25,Kenya,Moyale,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,150,Employment (Includes Public And Private Sectors),15,Trade,3,Safety And Security,Environmental Challenges,Lack Of Food And Water,Malaria,Pneumonia,Diarrhea,0,50,50,25,25,Yes,70,70,Weather
108,2022-11-29,Marsabit,Marsabit South,Sub Location Village Unit,1000,30,2020 To 2022,Drought,Other,Other,80,2020 To 2022,Drought,Lack Of Water And Pasture,Animal Disease,0,2020 To 2022,Other,Other,Other,Other,Other,0,Other,Other,Other,Other,Pastoralism,900,Trade,50,Other,0,Lack Of Food And Water,Loss Of Livelihood,Environmental Challenges,Malaria,Pneumonia,Diarrhea,1,50,50,25,25,Yes,200,20,Lack Of Privacy
109,2022-11-30,Marsabit,Moyale,Sub Location Village Unit,252,0,2020 To 2022,Other,Other,Other,20,2020 To 2022,Drought,Animal Disease,Other,10,2020 To 2022,Ethiopia,Other,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Pastoralism,150,Agro Pastoralism,25,Other,10,Lack Of Food And Water,Lack Of Access To Essential Services,Other,Malaria,Pneumonia,No Additional Challenge,1,50,50,25,25,Yes,100,50,Lack Of Basic Services Water Electricity Etc
110,2022-11-29,Marsabit,Moyale,Sub Location Village Unit,354,40,2020 To 2022,Drought,Resource-Based Conflict,Other,257,2020 To 2022,Drought,Lack Of Water And Pasture,Animal Disease,8,2020 To 2022,Ethiopia,Other,Drought,Ethnic Clashes,Resource-Based Conflict,74,Ethiopia,Other,Wanted Or Needed To Rejoin Family,Have Not Found Assistance,Pastoralism,312,Trade,68,Other,250,Environmental Challenges,No Additional Challenge,No Additional Challenge,Malaria,Pneumonia,Diarrhea,1,38,26,25,25,Yes,100,50,Lack Of Basic Services Water Electricity Etc
111,2022-11-29,Marsabit,Saku,Sub Location Village Unit,200,10,2020 To 2022,Ethnic Clashes,Other,Other,150,2020 To 2022,Drought,Animal Disease,Other,0,2020 To 2022,Other,Other,Other,Other,Other,0,Other,Other,Other,Other,Pastoralism,90,Other,100,Agro Pastoralism,10,Resource Based Conflict,Ethnic Conflicts,Lack Of Access To Essential Services,Malaria,Pneumonia,Acute Malnutrition,1,50,38,25,0,Yes,998,78,Lack Of Basic Services Water Electricity Etc
112,2022-11-30,Marsabit,Saku,Sub Location Village Unit,1400,90,2020 To 2022,Ethnic Clashes,Other,Other,800,2020 To 2022,Drought,Animal Disease,Banditry,0,2020 To 2022,Other,Other,Other,Other,Other,0,Other,Other,Other,Other,Pastoralism,700,Other,500,Trade,100,Lack Of Food And Water,Ethnic Conflicts,Safety And Security,Malaria,Acute Malnutrition,Diarrhea,2,50,38,75,50,Yes,150,50,Weather
113,2022-11-29,Marsabit,Dukana,Sub Location Village Unit,1400,50,2020 To 2022,Drought,Other,Other,300,2020 To 2022,Drought,Lack Of Water And Pasture,Other,0,2020 To 2022,Other,Other,Other,Other,Other,0,Other,Other,Other,Other,Pastoralism,1000,Trade,100,Other,300,Environmental Challenges,No Additional Challenge,No Additional Challenge,Diarrhea,Malaria,No Additional Challenge,2,50,50,50,50,Yes,400,150,Weather
114,2022-11-29,Marsabit,Turbi,Sub Location Village Unit,219,0,2020 To 2022,Other,Other,Other,23,2020 To 2022,Drought,Banditry,Other,15,2020 To 2022,Kenya,Saku,Ethnic Clashes,Other,Other,0,Other,Other,Other,Other,Pastoralism,132,Other,75,Employment (Includes Public And Private Sectors),22,Ethnic Conflicts,Loss Of Livelihood,Safety And Security,Pneumonia,Diarrhea,Acute Malnutrition,2,26,38,100,100,Yes,450,30,Lack Of Privacy
115,2022-11-30,Marsabit,Sololo,Sub Location Village Unit,3000,500,2020 To 2022,Drought,Other,Other,1500,2020 To 2022,Drought,Other,Other,100,2020 To 2022,Kenya,Moyale,Drought,Other,Other,200,Ethiopia,Other,Have Not Found Assistance,Other,Pastoralism,1700,Trade,300,Employment (Includes Public And Private Sectors),500,Environmental Challenges,Lack Of Food And Water,No Additional Challenge,Malaria,Pneumonia,Typhoid,2,38,10,50,50,Yes,266,13,Lack Of Basic Services Water Electricity Etc
116,2022-11-29,Marsabit,Sololo,Sub Location Village Unit,51,0,2020 To 2022,Other,Other,Other,0,2020 To 2022,Other,Other,Other,3,2020 To 2022,Kenya,Moyale,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Pastoralism,48,Trade,1,Employment (Includes Public And Private Sectors),2,Environmental Challenges,Resource Based Conflict,Lack Of Food And Water,Malaria,Pneumonia,Diarrhea,1,38,26,0,0,Yes,5000,200,Weather
117,2022-11-29,Marsabit,Marsabit North,Sub Location Village Unit,162,10,2020 To 2022,Drought,Other,Other,60,2020 To 2022,Drought,Other,Other,5,2020 To 2022,Kenya,North/Horr,Other,Other,Other,0,Other,Other,Other,Other,Pastoralism,130,Trade,30,Employment (Includes Public And Private Sectors),2,Lack Of Food And Water,Loss Of Livelihood,Environmental Challenges,Diarrhea,No Additional Challenge,No Additional Challenge,2,10,10,75,75,Yes,86,2,Weather
118,2022-11-30,Marsabit,Marsabit North,Sub Location Village Unit,342,18,2020 To 2022,Other,Other,Other,50,2020 To 2022,Drought,Other,Other,40,2020 To 2022,Kenya,Marsabit/North,Drought,Other,Other,2,Kenya,Marsabit/North,Wanted Or Needed To Rejoin Family,Other,Pastoralism,330,Trade,6,Employment (Includes Public And Private Sectors),6,Environmental Challenges,Lack Of Food And Water,Loss Of Livelihood,Malaria,No Additional Challenge,No Additional Challenge,0,38,10,50,50,Yes,223,3,Weather
119,2022-11-29,Marsabit,North Horr,Sub Location Village Unit,2286,23,2020 To 2022,Drought,Ethnic Clashes,Other,200,2020 To 2022,Other,Other,Other,0,2020 To 2022,Other,Other,Other,Other,Other,0,Other,Other,Other,Other,Pastoralism,500,Other,100,Trade,200,Environmental Challenges,No Additional Challenge,No Additional Challenge,Malaria,Pneumonia,Diarrhea,10,10,10,75,75,Yes,57,3,Weather
120,2022-11-29,Marsabit,Turbi,Sub Location Village Unit,85,0,2020 To 2022,Other,Other,Other,26,2020 To 2022,Drought,Banditry,Lack Of Water And Pasture,0,2020 To 2022,Other,Other,Other,Other,Other,0,Other,Other,Other,Other,Pastoralism,42,Other,33,Trade,12,Environmental Challenges,Loss Of Livelihood,Ethnic Conflicts,Malaria,Pneumonia,Acute Malnutrition,2,26,26,100,100,Yes,2000,100,Lack Of Privacy
121,2022-11-28,Marsabit,Sololo,Sub Location Village Unit,258,21,Before 2020,Drought,Resource-Based Conflict,Ethnic Clashes,50,2020 To 2022,Drought,Lack Of Water And Pasture,Other,0,2020 To 2022,Other,Other,Other,Other,Other,21,Kenya,Moyale,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,251,Trade,3,Employment (Includes Public And Private Sectors),4,Lack Of Food And Water,Loss Of Livelihood,Lack Of Access To Essential Services,Malaria,Pneumonia,Diarrhea,1,38,26,0,0,No,126,8,Weather
122,2022-11-29,Marsabit,Sololo,Sub Location Village Unit,520,34,2020 To 2022,Drought,Resource-Based Conflict,Other,21,2020 To 2022,Animal Disease,Drought,Other,41,Before 2020,Kenya,Moyale,Drought,Resource-Based Conflict,Other,14,Kenya,Moyale,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,497,Trade,13,Employment (Includes Public And Private Sectors),10,Environmental Challenges,Safety And Security,Resource Based Conflict,Typhoid,Malaria,Pneumonia,4,38,26,0,0,Yes,275,25,Weather
123,2022-11-28,Marsabit,Sololo,Sub Location Village Unit,2500,30,Before 2020,Other,Other,Other,17,Before 2020,Drought,Lack Of Water And Pasture,Other,0,2020 To 2022,Other,Other,Other,Other,Other,20,Ethiopia,Other,Have Not Found Assistance,Other,Other,500,Employment (Includes Public And Private Sectors),50,Pastoralism,50,Other,No Additional Challenge,No Additional Challenge,Malaria,Pneumonia,No Additional Challenge,3,10,38,50,50,Yes,1400,52,Land And Property Issues
124,2022-11-30,Marsabit,Sololo,Sub Location Village Unit,1200,30,Before 2020,Drought,Other,Other,10,Before 2020,Drought,Lack Of Water And Pasture,Other,20,2020 To 2022,Ethiopia,Other,Ethnic Clashes,Other,Other,0,Other,Other,Other,Other,Other,200,Trade,100,Employment (Includes Public And Private Sectors),50,Lack Of Access To Essential Services,No Additional Challenge,No Additional Challenge,Pneumonia,Malaria,No Additional Challenge,5,10,38,50,75,Yes,1000,50,Land And Property Issues
125,2022-11-30,Marsabit,Loiyangalani,Sub Location Village Unit,322,37,2020 To 2022,Drought,Ethnic Clashes,Resource-Based Conflict,107,2020 To 2022,Drought,Banditry,Lack Of Water And Pasture,61,2020 To 2022,Kenya,Loiyangalani,Drought,Resource-Based Conflict,Ethnic Clashes,28,Kenya,Loiyangalani,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,200,Trade,53,Farming,17,Environmental Challenges,Resource Based Conflict,Ethnic Conflicts,Malaria,Pneumonia,Diarrhea,2,50,50,75,75,Yes,1500,80,Lack Of Basic Services Water Electricity Etc
126,2022-11-30,Marsabit,Marsabit North,Sub Location Village Unit,848,15,2020 To 2022,Drought,Other,Other,400,2020 To 2022,Drought,Banditry,Other,30,2020 To 2022,Kenya,Marsabit/North,Drought,Other,Other,0,Other,Other,Other,Other,Pastoralism,700,Trade,48,Employment (Includes Public And Private Sectors),20,Environmental Challenges,Loss Of Livelihood,Lack Of Access To Essential Services,Pneumonia,Malaria,Tuberculosis,1,50,50,25,25,Yes,372,14,Lack Of Privacy
127,2022-11-30,Marsabit,North Horr,Sub Location Village Unit,465,20,2020 To 2022,Other,Other,Other,350,2020 To 2022,Drought,Banditry,Other,25,2020 To 2022,Kenya,North/Horr,Drought,Other,Other,20,Kenya,North/Horr,Have Not Found Assistance,Other,Pastoralism,400,Employment (Includes Public And Private Sectors),20,Trade,1,Environmental Challenges,Ethnic Conflicts,Loss Of Livelihood,Malaria,Acute Malnutrition,No Additional Challenge,6,50,50,25,25,Yes,220,30,Weather
128,2022-11-30,Marsabit,Sololo,Sub Location Village Unit,514,86,2020 To 2022,Drought,Other,Other,43,2020 To 2022,Drought,Other,Other,63,2020 To 2022,Ethiopia,Other,Drought,Other,Other,87,Kenya,Moyale,Have Not Found Assistance,Other,Pastoralism,492,Trade,9,Employment (Includes Public And Private Sectors),13,Lack Of Food And Water,Loss Of Livelihood,Safety And Security,Diarrhea,No Additional Challenge,No Additional Challenge,1,38,10,50,50,Yes,194,2,Lack Of Privacy
129,2022-11-30,Marsabit,Sololo,Sub Location Village Unit,622,42,2020 To 2022,Drought,Other,Other,311,2020 To 2022,Drought,Lack Of Water And Pasture,Other,108,2020 To 2022,Kenya,Moyale,Drought,Other,Other,53,Kenya,Moyale,Have Not Found Assistance,Other,Pastoralism,572,Trade,31,Employment (Includes Public And Private Sectors),19,Lack Of Food And Water,Lack Of Access To Essential Services,No Additional Challenge,Acute Malnutrition,Diarrhea,No Additional Challenge,3,50,10,50,50,Yes,54,32,Lack Of Privacy
130,2022-11-30,Marsabit,Moyale,Sub Location Village Unit,900,170,2020 To 2022,Drought,Other,Other,450,2020 To 2022,Drought,Other,Other,100,2020 To 2022,Ethiopia,Other,Drought,Other,Other,50,Ethiopia,Other,Have Not Found Assistance,Other,Pastoralism,600,Trade,100,Farming,50,Environmental Challenges,Lack Of Food And Water,No Additional Challenge,Diarrhea,Typhoid,Measles,1,50,38,50,50,Yes,53,31,Lack Of Basic Services Water Electricity Etc
131,2022-11-30,Marsabit,Moyale,Sub Location Village Unit,850,500,2020 To 2022,Drought,Other,Other,350,2020 To 2022,Drought,Other,Other,100,2020 To 2022,Other,Other,Drought,Other,Other,80,Ethiopia,Other,Have Not Found Assistance,Other,Pastoralism,700,Trade,120,Other,30,Environmental Challenges,Safety And Security,Lack Of Food And Water,Diarrhea,Typhoid,Acute Malnutrition,2,50,50,50,50,Yes,500,200,Lack Of Basic Services Water Electricity Etc
